zpid,garageSpaces,parkingSpaces,numOfAccessibilityFeatures,numOfAppliances,numOfParkingFeatures,numOfPatioAndPorchFeatures,numOfSecurityFeatures,numOfWaterfrontFeatures,numOfWindowFeatures,numOfCommunityFeatures
29439500,2,2,0,4,2,2,2,0,0,0
29449343,1,1,0,7,2,0,0,0,0,0
29449339,2,2,0,1,2,0,0,0,0,0
29447833,2,2,0,4,2,0,0,0,0,0
29454329,2,2,0,2,2,1,0,0,0,0
29447829,2,2,0,3,2,1,0,0,0,0
29447827,0,0,0,4,1,1,1,0,1,0
29451825,2,2,0,3,2,2,1,0,0,0
29452821,0,0,0,4,1,0,0,0,0,0
2078955819,2,2,0,3,2,2,1,0,1,0
29367500,4,4,0,3,3,0,0,0,0,0
29449315,0,0,0,1,1,1,0,0,0,0
29369596,2,2,0,3,2,2,1,0,0,0
29369255,0,0,0,6,1,1,0,0,0,0
29372092,2,2,0,6,3,3,0,0,0,0
29447811,2,2,0,2,2,1,0,0,0,0
29372091,0,0,0,0,1,0,0,0,0,0
29603309,2,2,0,4,3,0,2,0,0,0
29447809,1,1,0,4,2,1,1,0,0,0
29366089,2,2,0,4,2,4,2,0,0,0
29366588,0,0,0,1,1,1,0,0,0,0
29366086,2,2,0,7,4,0,0,0,0,0
29452807,2,2,0,5,2,0,0,0,0,0
29370085,2,2,0,2,2,2,1,0,2,0
29368085,2,2,0,8,2,2,0,0,0,0
29449302,1,1,0,3,4,0,0,0,0,0
29366585,2,2,0,3,2,0,0,0,0,0
29447802,0,0,0,5,1,1,2,0,0,0
29374083,0,0,0,2,1,1,0,0,0,0
29454300,2,2,0,3,2,0,0,0,1,0
29366082,0,0,0,4,1,0,0,0,1,0
58306598,0,0,0,4,1,0,0,0,0,0
29451300,2,2,0,0,2,0,0,0,0,0
29562079,2,2,0,3,3,0,0,0,0,0
58307097,0,0,0,4,1,0,0,0,0,0
29368079,2,2,0,3,2,1,1,0,0,0
29444597,3,3,0,3,3,0,0,0,0,0
29562078,0,0,0,4,2,0,0,0,0,0
29442597,0,0,0,0,1,0,0,0,0,0
58306096,0,0,0,2,1,2,3,0,1,0
29367577,0,0,0,5,1,0,0,0,0,0
29445094,0,0,0,4,1,1,1,0,1,0
29447799,2,2,0,7,2,1,0,0,0,0
29365077,2,2,0,1,2,1,0,0,0,0
29444091,0,0,0,2,1,0,0,0,0,0
58307090,0,0,0,3,1,0,0,0,0,0
58306089,0,0,0,4,1,0,0,0,0,0
29366576,0,0,0,3,1,0,0,0,0,0
29367575,0,0,0,6,1,0,0,0,0,0
29445086,2,2,0,8,2,0,0,0,0,0
58307081,2,2,0,3,2,0,0,0,0,0
29366074,2,2,0,2,2,0,0,0,0,0
58307079,4,4,0,2,2,2,1,0,0,0
29562073,0,0,0,3,2,0,0,0,0,0
58306576,0,0,0,2,1,0,0,0,0,0
29444574,2,2,0,6,2,2,0,0,1,0
29366070,4,4,0,6,2,4,1,0,0,1
29449798,0,0,0,4,1,0,0,0,0,0
29445072,2,2,0,1,2,3,2,0,0,0
83125069,0,0,0,4,1,0,0,0,0,0
29444571,2,2,0,3,2,1,1,0,1,0
70339570,2,2,0,3,2,0,0,0,0,0
29370069,0,0,0,4,1,0,0,0,0,0
58306570,1,1,0,6,2,0,0,0,0,0
29369568,2,2,0,4,2,2,0,0,1,0
29374067,0,0,0,3,1,0,0,0,0,0
58306564,2,2,0,6,2,0,0,0,0,0
29372067,2,2,0,1,2,0,0,0,0,0
29451799,2,2,0,7,2,1,0,0,1,0
29442562,2,2,0,2,2,0,0,0,0,0
29365067,0,0,0,2,1,2,2,0,2,0
58306560,2,2,0,7,2,0,0,0,0,0
29369564,2,2,0,4,2,0,0,0,0,0
29365064,0,0,0,3,1,0,0,0,0,0
29444559,2,2,0,2,2,1,2,0,0,0
29442558,0,0,0,4,1,0,0,0,0,0
29550563,4,4,0,2,3,1,1,0,0,0
58306056,0,0,0,3,1,2,1,0,1,0
29372062,2,2,0,3,2,1,0,0,0,0
29444551,0,0,0,3,1,0,0,0,0,0
29449298,0,0,0,0,1,0,0,0,0,0
29370061,0,0,0,2,1,1,1,0,0,0
29440637,2,2,0,1,2,0,0,0,0,0
29367554,4,4,0,4,2,0,0,0,0,0
29451797,0,0,0,3,1,1,2,0,0,0
70339550,2,2,0,1,2,0,0,0,0,0
29370053,0,0,0,4,1,1,0,0,1,0
29447796,2,2,0,5,2,1,0,0,1,0
70339549,0,0,0,2,1,0,0,0,0,0
29369553,2,2,0,3,2,4,1,0,2,0
29451793,0,0,0,3,1,0,0,0,0,0
29369551,2,2,0,4,2,1,0,0,0,0
29367551,2,2,0,4,2,1,2,0,0,0
29440541,1,1,0,4,2,2,1,0,0,0
29447788,0,0,0,0,1,0,0,0,0,0
70339539,2,2,0,3,2,0,0,0,0,0
29366546,2,2,0,4,2,0,0,0,0,0
29442539,2,2,0,7,2,1,0,0,2,0
29368038,0,0,0,3,1,0,0,0,0,0
29445038,0,0,0,6,1,0,0,0,0,0
29365035,3,3,0,3,2,2,0,0,0,0
29440537,0,0,0,4,1,1,3,0,0,0
29451779,2,2,0,3,2,0,1,0,0,0
29442535,6,6,0,0,2,0,0,0,0,0
29449777,2,2,0,1,2,0,0,0,0,0
29447423,2,2,0,1,2,3,0,0,0,0
58306033,1,1,0,4,2,2,1,0,1,0
29449275,0,0,0,2,1,1,0,0,0,0
29368029,0,0,0,3,1,0,0,0,0,0
29444531,0,0,0,5,1,0,0,0,0,0
58306528,0,0,0,0,1,0,0,0,0,0
29451767,4,4,0,3,2,4,2,0,0,1
58307014,2,2,0,3,2,0,0,0,0,0
58306512,2,2,0,7,2,0,0,0,0,0
29454264,0,0,0,4,1,0,0,0,0,0
58306510,0,0,0,3,1,0,0,0,0,0
58306506,2,2,0,2,2,2,0,0,0,0
29444506,2,2,0,1,2,0,0,0,0,0
29451257,0,0,0,0,1,0,0,0,0,0
29440506,0,0,0,3,1,0,0,0,0,0
29442503,0,0,0,4,1,0,0,0,0,0
29447753,1,1,0,4,2,1,1,0,0,0
29444502,2,2,0,1,2,0,0,0,0,0
29449747,0,0,0,3,1,0,0,0,0,2
29445001,0,0,0,3,1,0,0,0,0,0
29447745,2,2,0,5,3,0,0,0,0,0
29451743,2,2,0,8,2,0,0,0,0,0
29447743,1,1,0,5,2,2,0,0,0,0
29451240,2,2,0,2,2,2,3,0,1,0
29451238,0,0,0,4,1,0,0,0,0,0
29447732,0,0,0,5,1,3,3,0,0,0
29451724,2,2,0,3,2,1,0,0,1,0
29451723,0,0,0,4,1,0,0,0,0,0
29449223,0,0,0,3,1,1,1,0,0,0
29449719,1,1,0,3,4,0,0,0,0,0
29454218,2,2,0,4,2,2,1,0,1,0
29449715,1,1,0,2,2,0,0,0,0,0
29447713,2,2,0,3,2,1,1,0,0,0
29449711,0,0,0,6,0,1,0,0,0,0
29454415,0,0,0,2,1,0,0,0,0,0
29451206,6,6,0,5,3,3,3,0,0,1
29449705,2,2,1,4,2,1,1,0,0,0
29449202,2,2,0,3,2,2,2,0,0,0
2089631697,0,0,0,4,1,0,0,0,0,0
29451195,0,0,0,3,1,0,0,0,0,0
29449189,2,2,0,9,2,0,0,0,0,0
29451187,2,2,0,4,2,0,2,0,0,0
29447685,2,2,0,5,2,0,0,0,0,0
29447683,2,2,0,4,2,1,0,0,0,0
58308181,0,0,0,4,1,0,0,0,0,0
29449180,2,2,0,4,2,0,0,0,0,0
29447680,2,2,0,1,2,0,0,0,0,0
29449679,2,2,0,3,2,2,2,0,0,0
29447679,2,2,0,4,2,1,0,0,0,0
29451174,0,0,0,4,1,0,1,0,1,0
29451172,0,0,0,1,1,2,1,0,1,0
29449672,2,2,0,6,2,1,1,0,0,0
29451159,2,2,0,4,2,1,1,0,0,0
29451158,2,2,0,3,2,2,0,0,1,0
29451157,0,0,0,1,1,0,0,0,0,0
29449657,3,3,0,7,2,0,1,0,0,0
29451156,2,2,0,2,2,0,0,0,0,0
29451652,2,2,0,4,2,3,1,0,2,0
29454150,2,2,0,3,2,0,1,0,1,0
29451648,0,0,0,8,1,1,0,0,0,0
29447641,0,0,0,4,1,0,0,0,0,1
29447639,2,2,0,4,2,1,0,0,0,0
29449635,2,2,0,3,2,1,0,0,1,0
29451129,1,1,0,1,2,0,0,0,0,0
29447625,2,2,0,4,2,0,0,0,0,0
29447622,2,2,0,4,2,0,0,0,0,1
29447620,2,2,0,2,2,1,0,0,0,0
29451617,0,0,0,3,1,0,0,0,0,0
29447613,2,2,0,4,2,3,0,0,1,0
29451109,6,6,0,2,2,2,1,0,0,0
29449607,0,0,0,3,1,0,0,0,0,0
29447607,1,1,0,3,2,0,0,0,0,0
29451105,0,0,0,2,1,0,0,0,0,0
29451103,0,0,0,4,1,0,0,0,0,0
29449596,2,2,0,1,2,0,0,0,0,0
29451591,0,0,0,5,1,0,0,0,0,0
29454089,2,2,0,4,2,1,1,0,0,0
29454082,0,0,0,4,1,0,1,0,1,0
29451079,2,2,0,7,2,2,1,0,0,0
29447575,0,0,0,0,1,0,0,0,0,0
58309066,2,2,0,3,2,2,2,0,0,0
29454065,0,0,0,6,3,0,0,0,0,0
29454064,2,2,0,5,2,1,1,0,1,0
29454059,2,2,0,7,2,1,1,0,0,0
29451059,0,0,0,3,1,3,2,0,0,0
58309058,0,0,0,4,1,0,0,0,0,0
29454057,0,0,0,2,2,0,0,0,0,0
29449557,2,2,0,8,2,3,1,0,0,0
29449552,0,0,0,7,1,0,0,0,0,0
29454051,2,2,0,3,2,0,0,0,0,0
29451550,2,2,0,4,2,2,1,0,0,0
29454548,5,5,0,5,3,1,1,0,0,0
29451548,2,2,0,3,2,2,2,0,1,0
29449548,0,0,0,4,1,0,0,0,0,0
29451547,0,0,0,5,1,0,0,0,0,0
29451047,0,0,0,0,1,0,0,0,0,0
29449546,2,2,0,3,2,0,0,0,0,0
29451542,2,2,0,0,2,0,0,0,0,0
29449539,2,2,0,6,2,0,0,0,0,1
29449534,0,0,0,2,1,0,0,0,0,0
29451033,0,0,0,4,1,0,0,0,0,0
251032531,0,0,0,0,1,0,0,0,1,0
29449529,0,0,0,4,1,0,0,0,0,0
29454025,0,0,0,4,1,0,0,0,0,0
29451024,0,0,0,7,1,1,1,0,0,0
2077751017,4,4,0,4,2,2,2,0,0,0
29454517,0,0,0,4,1,2,1,0,0,0
29447517,0,0,0,7,1,1,0,0,0,0
29451015,2,2,0,3,2,2,3,0,0,0
29447513,2,2,0,4,2,2,2,0,1,0
29451007,2,2,0,2,2,0,0,0,0,0
29447507,2,2,0,7,2,0,0,0,0,0
29449504,0,0,0,4,1,1,1,0,1,0
29451501,2,2,0,5,2,0,0,0,0,0
29365029,0,0,0,0,1,1,1,0,0,0
29366527,2,2,0,3,2,1,1,0,1,0
29371690,0,0,0,0,1,0,0,0,0,0
29372020,2,2,0,3,2,0,1,0,0,0
29366519,3,3,0,3,2,0,0,0,0,0
29368018,0,0,0,4,1,0,0,0,0,0
29370017,0,0,0,3,1,0,0,0,0,0
29368016,0,0,0,3,1,0,0,0,0,0
29366514,3,3,0,3,3,1,0,0,1,0
29369513,2,2,0,4,2,3,0,0,1,0
29371509,0,0,0,3,1,1,1,0,0,0
29365009,0,0,0,4,1,1,1,0,2,0
29368008,2,2,0,4,2,0,0,0,0,0
29368004,0,0,0,4,1,1,1,0,2,0
29368000,0,0,0,3,1,0,0,0,0,0
29443432,0,0,0,3,1,1,0,0,2,0
58307426,2,2,0,4,2,1,1,0,0,0
58307425,0,0,0,4,1,0,0,0,0,0
29440925,0,0,0,3,1,0,0,0,0,0
58307413,0,0,0,3,1,0,0,0,0,0
58307408,2,2,0,5,2,1,1,0,0,0
58305408,0,0,0,4,1,0,0,0,0,0
29440904,2,2,0,4,2,0,0,0,0,0
58307403,0,0,0,1,1,0,0,0,0,0
29445401,4,4,0,4,2,1,2,0,0,0
29440897,2,2,0,6,3,0,0,0,0,0
29443396,3,3,0,4,2,1,1,0,0,0
29443395,2,2,0,4,2,0,1,0,0,0
29445202,2,2,0,3,2,1,1,0,0,0
29442892,0,0,0,2,2,0,0,0,0,0
58307391,2,2,0,2,2,0,0,0,0,0
80090387,4,4,0,3,2,3,3,0,0,0
29442887,0,0,0,0,1,1,1,0,0,0
29442886,2,2,0,6,2,0,0,0,0,0
29440881,2,2,0,1,2,0,0,0,0,0
29443374,1,1,0,2,2,0,0,0,0,0
58307372,2,2,0,3,2,0,2,0,0,0
29445371,0,0,0,4,1,1,3,0,0,0
29441364,0,0,0,9,1,0,0,0,0,0
29445362,0,0,0,1,1,0,1,0,0,0
29444978,2,2,1,3,2,4,1,0,0,0
58307449,0,0,0,3,1,0,0,0,0,0
29442859,0,0,0,1,1,0,0,0,0,0
62606858,2,2,0,2,2,0,0,0,0,0
29440858,2,2,0,2,2,1,0,0,0,0
29440856,2,2,0,1,2,0,0,0,0,0
29440847,0,0,0,3,3,0,0,0,0,0
29443346,0,0,0,3,1,1,1,0,0,0
2089480345,1,1,0,4,2,0,0,0,0,0
29442838,2,2,0,1,2,1,0,0,0,0
58307837,2,2,0,4,2,3,0,0,0,0
29441337,2,2,0,3,2,1,2,0,1,0
29442836,2,2,0,5,2,0,0,0,1,0
29444963,2,2,0,7,2,0,0,0,0,0
29441335,0,0,0,8,1,0,0,0,0,0
29441333,0,0,0,3,1,0,0,0,0,0
29442832,2,2,1,7,2,2,1,0,0,0
29443330,2,2,0,2,2,3,1,0,0,0
29441328,0,0,0,3,1,0,1,0,1,0
54939318,0,0,0,8,1,0,0,0,0,0
70330817,2,2,0,3,2,1,2,0,1,0
29443317,2,2,0,2,2,0,1,0,0,0
29443316,2,2,0,0,2,1,0,0,0,0
29443309,0,0,0,3,1,0,0,0,0,0
29441309,2,2,0,4,2,1,1,0,0,0
70330805,0,0,0,1,2,4,4,0,2,0
29445297,2,2,0,7,2,4,0,0,0,0
29443294,0,0,0,3,1,0,0,0,0,0
29441294,0,0,0,3,1,0,0,0,0,0
29443286,4,4,0,8,2,4,1,0,0,0
29443284,2,2,0,1,2,0,0,0,0,0
29440784,0,0,0,0,1,2,0,0,0,0
29443282,0,0,0,4,1,0,0,0,0,0
29441275,2,2,0,4,2,2,2,0,0,0
29441273,0,0,0,2,1,0,0,0,0,0
29443271,2,2,0,1,2,0,0,0,0,0
29445270,0,0,0,3,1,0,0,0,0,0
29443269,2,2,0,4,2,2,0,0,0,0
29445268,2,2,0,4,2,1,1,0,1,0
29445266,0,0,0,5,1,0,0,0,0,0
29441265,0,0,0,3,1,1,2,0,1,0
29443260,0,0,0,3,1,0,0,0,0,0
29443254,2,2,0,4,2,1,0,0,0,0
29445252,0,0,0,6,1,0,0,0,0,0
29445348,0,0,0,8,1,0,2,0,0,0
64883246,0,0,0,3,1,0,0,0,0,0
29441245,2,2,0,4,2,1,0,0,0,0
29443244,0,0,0,2,2,0,0,0,0,0
29445243,0,0,0,4,1,1,0,0,1,0
29445483,2,2,0,4,2,0,0,0,0,0
29441237,0,0,0,3,1,0,1,0,1,0
29442734,4,4,0,6,2,2,2,0,0,0
29442732,0,0,0,9,1,2,1,0,0,0
29440731,0,0,0,5,2,0,0,0,0,0
29445230,0,0,0,4,2,0,0,0,0,0
29445229,0,0,0,3,1,0,0,0,0,0
29443228,0,0,0,4,1,1,0,0,0,0
29441226,0,0,0,4,1,0,0,0,0,0
251027723,2,2,0,3,2,0,0,0,0,0
29442722,2,2,0,5,2,0,0,0,0,0
29442716,0,0,0,2,1,0,0,0,0,0
29445200,0,0,0,2,1,0,0,0,0,0
29441200,2,2,0,1,3,0,0,0,0,0
58307199,0,0,0,4,2,1,1,0,1,0
29445198,2,2,0,4,2,1,5,0,2,0
29441198,0,0,0,2,1,0,0,0,0,0
29443195,0,0,0,2,1,1,1,0,0,0
29445194,2,2,0,6,2,1,2,0,0,0
29441191,2,2,0,3,3,1,0,0,0,0
29445189,2,2,0,4,2,1,3,0,0,0
29445186,4,4,0,3,2,1,0,0,0,0
29438685,0,0,0,1,1,1,0,0,0,0
58307481,0,0,0,3,1,0,0,0,0,0
29440171,0,0,0,2,1,0,0,0,0,0
58307168,0,0,0,5,1,2,3,0,0,0
58187165,2,2,0,4,2,1,1,0,0,0
29441165,2,2,0,4,2,1,0,0,0,0
29440165,2,2,0,3,2,1,2,0,1,0
29440161,0,0,0,4,1,0,0,0,0,0
29440156,0,0,0,3,1,0,0,0,0,0
251028153,0,0,0,3,1,0,0,0,0,0
29443152,2,2,0,2,2,1,0,0,0,0
29438646,0,0,0,8,1,0,0,0,0,0
29443145,0,0,0,3,2,1,0,0,0,0
29441141,0,0,0,4,1,1,2,0,2,0
29445139,0,0,0,3,1,0,0,0,0,0
29443136,4,4,0,5,2,3,2,0,0,0
29438636,0,0,0,3,1,1,1,0,0,0
29443134,0,0,0,4,1,0,0,0,0,0
29440134,2,2,0,4,2,0,0,0,0,0
29441129,2,2,0,6,2,1,2,0,1,0
29441128,2,2,0,5,2,2,1,0,0,0
29445126,0,0,0,8,1,0,1,0,0,0
29440122,0,0,0,4,1,0,0,0,0,0
29445121,0,0,0,1,1,0,0,0,0,0
29440121,0,0,0,2,1,0,0,0,0,0
29442827,0,0,0,3,1,0,0,0,0,0
29438603,0,0,0,0,1,0,0,0,0,0
2092918102,1,1,0,4,2,0,0,0,0,0
29438600,2,2,0,2,2,0,0,0,0,0
29438598,2,2,0,8,2,2,1,1,0,0
64862094,2,2,0,2,4,0,0,0,0,0
29440094,0,0,0,3,1,0,0,0,0,0
29443593,2,2,0,5,2,1,0,0,1,0
29441091,0,0,0,3,1,0,0,0,0,0
29443589,2,2,0,7,3,0,0,0,0,0
2089480586,1,1,0,7,2,2,4,0,1,0
29440732,0,0,0,5,0,2,0,0,0,2
29438583,0,0,0,4,1,3,0,0,0,0
80096581,0,0,0,4,2,0,0,0,0,0
29440079,0,0,0,4,1,0,0,0,0,0
29441078,2,2,0,3,2,1,2,0,0,0
29443576,0,0,0,3,1,1,1,0,0,0
29443074,0,0,0,1,1,2,0,0,0,0
29438574,2,2,0,5,3,0,0,0,0,0
29443066,2,2,0,4,2,0,0,0,0,0
29441058,0,0,0,2,1,0,0,0,0,0
29440056,0,0,0,3,1,2,1,0,1,0
29440042,0,0,0,1,1,0,0,0,0,0
29441038,2,2,0,4,2,0,3,0,0,0
64759037,2,2,0,3,2,2,1,0,1,0
29443533,0,0,0,2,1,0,0,0,0,0
29443029,2,2,0,6,2,1,1,0,0,0
29441024,0,0,0,4,1,0,0,0,0,0
29441022,0,0,0,4,2,0,0,0,0,0
29445226,3,3,0,4,2,2,2,0,0,0
29445509,10,10,0,4,2,2,3,0,0,0
29440007,2,2,0,3,2,1,1,0,1,0
29440005,0,0,0,0,1,0,0,0,0,0
29443004,0,0,0,4,1,0,0,0,0,0
29443109,4,4,0,6,2,1,1,0,0,0
29395482,0,0,0,7,1,0,0,0,0,0
29393740,2,2,0,1,2,0,0,0,0,0
110538734,0,0,0,5,0,0,2,0,0,0
96634727,2,2,0,8,3,3,4,0,0,0
29386722,1,1,0,4,2,0,0,0,0,0
29331929,2,2,2,0,1,0,0,0,0,0
89548921,1,1,0,8,2,0,0,0,0,1
145658912,1,1,0,5,2,0,0,0,0,0
29394206,0,0,0,6,0,0,0,0,0,0
83823704,1,1,0,2,2,0,0,0,0,0
29389191,0,0,0,0,0,0,0,0,0,0
89550912,0,0,0,3,1,0,0,0,0,0
29385912,1,1,0,4,1,0,0,0,0,0
94642177,1,1,0,5,2,2,4,0,1,0
70338409,2,2,0,3,2,0,1,0,0,0
29395907,0,0,0,2,0,0,0,0,0,0
29327650,3,3,0,6,4,0,0,0,0,0
29397146,2,2,0,5,2,2,0,0,0,0
29393634,2,2,0,4,1,0,0,0,0,0
29391884,1,1,0,3,2,2,0,0,0,0
62605383,2,2,0,8,2,0,0,0,0,1
29333626,3,3,0,2,2,0,0,0,0,0
80090625,0,0,0,8,0,2,3,0,1,0
80097364,1,1,0,3,2,0,0,0,0,0
29327615,1,1,0,4,2,0,0,0,0,0
64448613,2,2,0,7,2,0,1,0,0,1
29385112,0,0,0,1,0,2,1,0,0,0
29397611,2,2,0,8,2,0,0,0,0,0
29385106,0,0,0,1,0,0,0,0,0,0
29385105,0,0,0,1,0,0,0,0,0,0
29397592,0,0,0,4,2,3,0,0,0,0
29388350,0,0,0,0,0,0,0,0,0,0
62605581,0,0,0,4,0,0,0,0,0,0
29333650,4,4,0,2,3,3,0,0,0,0
29396074,12,12,0,5,4,0,0,0,0,0
29388341,2,2,0,3,2,0,0,0,0,0
29393836,1,1,0,3,1,0,0,0,0,0
29387550,2,2,0,4,2,0,0,0,0,0
62605548,0,0,0,4,0,0,0,0,0,0
251029546,2,2,0,4,2,1,0,0,0,0
29387544,2,2,0,0,3,0,0,0,1,0
2078446325,0,0,0,5,0,1,2,0,0,0
29329039,0,0,0,3,0,0,0,0,0,0
29390825,8,8,0,2,3,3,3,0,1,0
83823823,0,0,0,7,0,0,0,0,0,0
29390820,0,0,0,2,1,0,0,0,0,0
29327533,0,0,0,0,1,0,0,0,0,0
241934815,4,4,0,5,3,0,0,0,0,0
29386810,2,2,0,4,2,0,0,0,0,0
70326303,2,2,0,4,2,0,3,0,0,0
29387521,1,1,0,5,3,0,0,0,0,0
80087519,1,1,0,1,2,0,0,0,0,0
29390773,0,0,0,3,1,0,0,0,0,0
79981515,1,1,0,4,2,1,1,0,0,0
79981514,3,3,0,7,2,0,0,0,0,0
29388289,0,0,0,0,1,0,0,0,0,0
29396010,2,2,0,7,3,0,0,0,0,0
29396005,2,2,0,6,2,0,0,0,0,0
29387470,0,0,0,2,0,0,0,0,0,0
29331984,0,0,0,2,2,0,0,0,0,0
2077674887,1,1,0,4,2,2,0,0,0,0
29460886,2,2,0,0,2,0,0,0,0,0
29460386,4,4,0,8,2,3,0,0,0,0
29459492,3,3,0,4,2,3,2,2,1,0
29458885,2,2,0,7,2,0,0,0,0,0
70348990,0,0,0,5,1,0,0,0,0,0
29471989,2,2,0,2,3,3,1,0,0,0
2142122880,1,1,1,6,1,2,3,0,0,0
29382880,0,0,0,3,1,0,0,0,0,0
29459375,0,0,0,3,0,4,0,0,1,0
2142122872,0,0,0,4,0,0,0,0,0,0
29384370,2,2,0,4,2,0,0,0,0,0
124718869,0,0,0,4,0,1,0,0,0,0
29384369,0,0,0,2,1,0,0,0,0,0
29460368,0,0,0,3,1,0,0,0,0,0
29382868,0,0,0,0,1,0,0,0,0,0
29460366,1,1,0,0,2,0,0,0,0,0
29384363,1,1,0,3,2,0,1,0,0,0
305428360,2,2,0,5,2,1,2,0,0,0
29459356,1,1,0,1,2,0,0,0,0,0
29381856,1,1,0,4,2,1,0,0,0,0
2096128355,0,0,0,4,1,0,0,0,0,0
29458855,0,0,0,4,1,0,0,0,0,0
80087986,0,0,0,3,1,0,0,0,0,0
58310985,1,1,0,2,2,0,0,0,0,0
29460354,0,0,0,5,1,0,0,0,0,0
29382854,2,2,0,0,3,1,0,0,0,0
29460982,0,0,0,2,0,0,0,0,0,0
29471978,2,2,0,3,2,4,1,0,0,0
29384352,0,0,0,1,1,0,0,0,0,0
29458978,0,0,0,6,1,0,0,0,0,0
29381478,1,1,1,3,2,1,0,0,0,0
29381473,1,1,0,4,3,0,0,0,0,0
29471970,0,0,0,3,3,0,0,0,0,0
29460344,2,2,0,4,2,1,1,1,0,0
251029843,1,1,0,4,2,0,0,0,0,0
29458842,0,0,0,0,1,0,0,0,0,0
145655338,4,4,0,1,2,4,0,0,0,0
29459338,2,2,0,4,3,2,0,0,0,0
29382838,2,2,0,2,3,0,0,0,0,0
2088093835,2,2,0,8,3,0,0,0,0,0
29459330,0,0,0,7,3,0,0,0,0,0
145658373,2,2,0,5,2,2,0,0,0,0
29459325,0,0,0,4,1,2,1,0,0,0
29381466,2,2,0,4,2,0,0,0,0,0
29458821,0,0,0,2,1,0,0,0,0,0
29460320,2,2,0,5,2,3,0,0,1,0
29459320,0,0,0,0,0,0,0,0,0,0
29384319,2,2,0,3,3,0,0,0,0,0
124841317,2,2,0,3,2,1,1,0,0,0
29460963,2,2,0,7,3,0,0,0,0,0
29460315,2,2,0,1,3,4,0,0,0,0
2100092311,2,2,0,3,2,1,2,0,0,0
29460311,3,3,0,4,2,2,0,0,0,0
29460807,4,4,0,7,3,0,0,0,0,0
29458806,0,0,0,0,1,0,0,0,0,0
29384304,1,1,0,4,3,2,0,0,1,0
29323799,0,0,0,5,1,0,0,0,0,0
29384298,2,2,0,6,3,0,0,0,0,0
29381796,2,2,0,6,2,6,2,0,1,0
29384292,0,0,0,6,1,0,0,0,0,0
29459291,0,0,0,1,0,0,0,0,0,0
29460959,3,3,0,2,3,0,0,0,0,0
29460783,0,0,0,2,2,0,0,0,0,0
2087469316,0,0,0,4,1,0,0,0,0,0
29458783,1,1,0,5,3,2,2,0,0,0
83124179,2,2,0,2,2,2,0,0,0,0
29460279,0,0,0,6,2,0,0,0,0,0
29458778,0,0,0,5,1,0,0,0,0,0
29384278,1,1,0,3,2,0,1,0,0,0
29460772,0,0,0,0,1,0,0,0,0,0
29459271,3,3,0,7,3,0,0,0,0,0
29382261,0,0,0,0,2,0,0,0,0,1
29382258,4,4,0,5,2,0,0,0,0,0
29459256,1,1,0,4,3,3,0,0,1,0
29459455,0,0,0,5,1,0,0,0,0,0
29459255,2,2,0,4,3,2,0,0,1,0
29459254,0,0,0,0,1,0,0,0,0,0
29384254,0,0,0,5,2,2,0,0,0,0
29460753,0,0,0,0,1,0,0,0,0,0
29382252,0,0,0,4,1,0,0,0,0,0
70327250,2,2,0,3,2,3,2,0,1,0
29460750,0,0,0,0,0,0,0,0,0,0
29382250,2,2,0,2,4,2,1,0,1,0
241930748,2,2,0,5,2,0,3,0,1,0
29382760,2,2,0,5,2,0,0,0,0,0
29382242,3,3,0,0,2,0,0,0,0,0
29473240,2,2,0,9,3,0,0,0,0,0
29460740,0,0,0,2,1,0,0,0,0,0
29459449,4,4,0,5,3,0,0,0,0,0
121656702,2,2,0,6,2,3,3,0,0,0
29460737,0,0,0,0,1,0,0,0,0,0
29382736,0,0,0,0,0,0,0,0,0,0
83828234,0,0,0,3,0,0,0,0,0,0
29382233,0,0,0,0,0,0,0,0,0,0
63837731,4,4,0,4,3,1,2,0,0,0
29471943,2,2,0,4,3,2,0,0,0,0
29471941,4,4,0,4,2,2,0,0,0,0
29459217,0,0,0,6,1,1,1,0,2,0
29382216,0,0,0,0,1,0,0,0,0,0
29458715,0,0,0,4,2,0,0,0,0,0
29322713,1,1,0,0,2,0,0,0,0,0
29473211,0,0,0,4,2,0,0,0,0,0
64768709,3,3,0,1,3,0,0,0,0,0
250997208,0,0,0,1,1,0,0,0,0,0
29459208,0,0,0,2,1,1,0,0,0,0
29382206,2,2,0,8,2,0,0,0,0,0
29383977,3,3,0,7,3,3,0,0,1,0
29473205,0,0,0,5,2,3,0,0,0,0
29382204,0,0,0,3,0,3,0,0,1,0
89550703,0,0,0,3,2,2,1,0,1,0
70356692,2,2,0,1,2,0,0,0,0,0
80108688,1,1,0,5,2,2,1,0,2,0
29460686,0,0,0,4,2,2,3,0,0,0
29473182,0,0,0,4,1,0,0,0,0,0
251029178,0,0,0,7,1,0,0,0,0,0
29473178,2,2,0,4,2,1,0,0,0,0
2091191439,0,0,0,3,1,0,0,0,0,0
29460496,0,0,0,1,2,0,0,0,0,0
2081346165,1,1,0,2,2,2,0,0,0,0
29459165,1,1,0,0,2,2,0,0,0,0
29473163,1,1,0,5,2,0,0,0,0,0
29382663,0,0,0,0,2,0,0,0,0,0
29459158,0,0,0,7,1,0,0,0,0,0
29458709,0,0,0,2,2,0,0,0,0,0
29459655,1,1,0,4,3,1,1,0,0,0
241930654,2,2,0,6,2,3,2,0,0,0
